code,ó¨ìÆéëéYçáåv,åªã‡ãyÇ—óaã‡,åªã‡óaã‡,óLå`å≈íËéëéY,óLå`å≈íËéëéYçáåv,ìäéëóLâøèÿåî,ìäéëÇªÇÃëºÇÃéëéYçáåv,ó¨ìÆïâç¬çáåv,å≈íËïâç¬çáåv
6861,"1,158,223","401,201",,,"23,806","813,077","823,592","94,521","2,507"
6863,"10,403,012","4,679,178",,,"2,934,692","1,499,411","1,779,319","1,347,428","450,035"
6866,"18,915,672","12,822,679",,,"10,380,528",,,"2,790,158","1,369,064"
6869,"230,833",,,"96,140",,,,,
6875,"50,866,164","21,407,837",,,"1,498,311","3,590,087","21,704,697",,
6901,"11,494","1,157",,,"3,698","3,449","3,494","8,140","1,291"
6924,"45,195","18,503",,,"15,781","4,611","5,524","19,842","15,785"
6937,"29,023","5,852",,,"23,123","3,130","5,207","14,688","11,609"
6938,"7,547,509","2,313,352",,,"2,786,551","99,938","3,924,305",,
6942,,,,,,,,"3,440,911","3,781,055"
6954,"889,694","429,784",,,"576,846","109,212","148,699",,
6960,"118,663","56,590",,,"40,778","10,051","30,735","47,098","6,683"
6961,"26,660","13,755",,,"14,336","2,340","3,509","6,114",937
6988,,,,,,,,"182,783",
6995,"226,003","74,202",,,"93,458","Å¶1 55,620","97,415","106,652","42,330"
6999,"43,578","19,334",,,"28,243","5,263","8,772","12,421","7,383"
7013,ó¨ìÆéëéYçáåv,åªã‡ãyÇ—åªã‡ìØìôï®,,óLå`å≈íËéëéY,,,,ó¨ìÆïâç¬çáåv,îÒó¨ìÆïâç¬çáåv
7030,"9,687,527","6,636,997",,,"3,195,133",,"1,704,712","7,850,615","3,052,839"
7031,"1,887,880","1,567,475",,,"57,931",,"84,733","415,279",-
7037,"3,367,699","1,885,683",,,"2,189,836",,"1,613,567","2,990,296","2,768,713"
7044,"3,634,567","2,083,615",,"138,869",,"478,322","756,131","2,328,209","227,810"
7045,"2,764,527","1,851,160",,,"13,050",,"163,879","853,719","114,626"
7057,"4,321,433","3,006,451",,,"27,576","332,015","468,653","2,410,230","700,059"
7064,"418,196","311,053",,,"124,474",,"101,190","339,712","90,270"
7065,"5,066,576","2,706,423",,,"13,099,249",,"583,581","4,545,941","7,594,168"
7070,"3,723,011","2,100,856",,,"2,219,433",,"638,862",,
7073,"1,480,246","1,145,140",,,"114,387","264,957","496,393","659,647","840,991"
7076,"1,031,337","1,006,208",,"17,277",,"4,719","68,864","76,845",
7082,"1,862,829","1,629,076",,"8,840",,,,"224,977","241,241"
7085,"14,676,442","9,515,075",,,"324,420","20,000","562,595","7,832,457","19,638,547"
7087,"9,599,683","4,547,104",,,"771,129","59,255","942,543","4,238,519","1,175,298"
7088,"18,101","14,297",,,509,10,"1,386","8,823",
7089,"1,252,839","1,042,949",,,"34,806","31,003","108,202","275,592","83,338"
7097,"3,543,401","2,138,541",,,"6,722,838",,,"2,740,288","4,987,695"
7122,,,,,,,,"39,838","4,863"
7192,"18,791,127","4,971,243",,,"194,660","10,183","986,350","13,118,191","1,238,558"
7198,,,,"1,222",,,,,
7202,"1,183,346","404,754",,,"767,563","191,682","275,096","623,965","415,991"
7213,"11,746,898","3,388,858",,,"1,635,898","615,899","1,058,117","9,048,946","1,167,908"
7215,"38,954","12,710",,,"27,557",360,"1,984","31,529","16,775"
7220,"102,053","24,143",,,"102,249","9,749","15,348","89,862","40,289"
7231,"122,360","24,477",,,"98,091","29,257","40,329","84,201","72,084"
7235,"21,439,236","5,430,048",,,"8,616,074","926,116","1,035,350","7,784,697","328,983"
7240,"368,362","120,421",,,"239,301","163,199","191,291","197,131","103,755"
7247,"46,474","4,253",,,"37,630","6,709","8,894","31,218","34,276"
7261,"1,489,595","591,101",,,"1,075,168","203,432","309,737","807,650","913,934"
7270,"1,982,832",,,"839,648",,,,"882,711","390,313"
7271,"16,756","5,001",,,"12,885",612,"1,179","13,990","8,268"
7279,"121,111","47,373",,,"60,382","57,174","62,659","51,485","19,917"
7282,,,,,,,,"185,535",
7284,"10,530,244","3,094,829",,,"8,687,038","1,292,018","2,408,505","7,574,943","4,216,621"
7325,"2,563,195","1,784,909",,"273,401",,"100,027","605,412","409,215","23,571"
7353,"2,030,748","1,894,001",,"8,117",,,,"1,265,901","98,342"
7354,"6,397,384",,,"936,999",,,,,
7358,"11,299","7,760",,,"1,567",,"1,683","5,389","2,706"
7361,"1,326,694","565,170",,,"73,799",,"213,725","787,511","331,101"
7368,"6,846,779","5,523,943",,,"4,719,239","67,214","964,039","6,567,396","179,626"
7414,"86,319","5,132",,,"55,024","1,497","2,598","62,305","7,839"
7421,"13,749","7,924",,,"12,164",852,"5,767","14,497","6,542"
7444,"15,739,119","3,214,183",,,"8,474,412","2,616,818","4,127,020","7,036,571","1,259,126"
7445,"26,956","11,530",,,"4,374",,"10,106","21,667","3,948"
7450,"12,889,177","988,180",,,"16,484,523","79,020","4,170,929","17,059,265","5,745,309"
7451,"532,396",438,,,"Å¶1 78,180","Å¶2 31,452","54,429","458,870","28,403"
7453,"256,793","129,746",,,"69,548","4,598","28,706","69,995","104,910"
7464,"7,518,398",Å¶1,,Å¶1,"3,797,855",Å¶3,"465,686","4,448,328","1,461,329"
7477,"2,885,229","1,530,974",,,"537,156","186,818","512,330","1,204,244","526,016"
7482,"20,105","7,629",,,"12,603",741,"4,214","4,795","1,272"
7483,"72,020","47,870",,,"18,677","1,556","2,813","11,394","7,866"
7486,"12,141","7,039",,,"8,535","4,714","5,109","6,005","1,873"
7505,"26,017,589","5,525,560",,,"723,845","3,853,333","6,018,420","18,193,693","4,573,567"
7514,"29,327","13,237",,,"5,013","1,173","5,550","15,115","10,913"
7516,"119,422","14,681",,,"189,767","3,687","57,111","104,665","157,143"
7518,"142,482","32,429",,,"4,504",Å¶1 171,"7,328","66,637","15,350"
7564,"85,696","57,813",,,"20,101",3,"6,307","19,090","3,191"
7570,"39,649","3,661",,,"11,829","6,345","11,395","35,345","3,513"
7575,"44,522","13,708",,,"13,111","7,542","14,822","16,467","5,190"
7587,"17,272,401","5,122,351",,"149,233",,,"420,824","8,226,828","220,105"
7594,"32,062,101","10,332,610",,,"6,493,083","1,106,335","1,672,834","16,142,111","1,338,889"
7604,"7,722,255","4,756,742",,,"15,353,335","1,754,143","4,577,581","19,069,990","7,406,078"
7609,"43,141,362","12,838,823",,"4,226,110",,,"2,459,872","26,551,429","3,276,970"
7616,"62,236",,,"44,339",,,,,
7618,"26,899","11,408",,,"5,213",Å¶3 30,"4,626","6,436","4,268"
7630,"20,294,041","15,801,173",,,"12,728,350","1,080,029","7,083,173","4,701,464","6,147,774"
7685,"5,618,771","3,661,566",,"337,908",,,"415,763","2,737,313","2,298,337"
7687,"1,018",476,,,19,,55,328,14
7701,"335,446","112,760",,,"102,392","13,663","48,005","144,096","17,857"
7718,"59,618,682","28,098,226",,,"14,208,073","613,990","1,849,026","23,466,957","1,239,904"
7731,"Å¢1,351",,,"Å¢20,159",,,,"Å¢11,849",
7733,,,,,,,,"328,394",
7735,"252,887","62,727",,,"57,054","53,990","67,277","120,867","53,215"
7740,"42,226","21,611",,,"13,350","2,584","3,078","9,404","2,394"
7744,"74,703",,,"9,083",,,,"27,259",
7779,,,,,,,,635.0,
7803,"35,744,896","26,589,584",,,"962,864","1,558,965","2,718,594","10,480,841","15,545,864"
7804,"2,678,586","2,202,080",,,"68,241",,"125,358","236,241","126,575"
7806,"30,497","13,780",,,"9,875","1,838","2,489","6,152",713
7807,"3,269,701","1,833,876",,,"1,538,855","8,879","141,545","1,571,321","2,285,612"
7812,"9,601,406","4,122,678",,,"3,799,937","89,610","882,047","6,729,566","2,623,785"
7818,"9,869,978","3,823,663",,"1,118,546",,"1,280,030","2,421,260","2,128,427","978,120"
7827,"5,849,609","525,999",,,"7,934,223","70,436","192,315",,
7832,"455,210","204,326",,,"88,341","121,208","156,215","175,920","45,428"
7847,"4,472,331","3,342,883",,,"780,448","20,622","214,446","805,677","327,057"
7851,"2,470,949","1,920,460",,,"680,152","206,608","445,148","780,118","278,590"
7864,"93,734,159","21,688,185",,,"54,881,610","3,829,536","9,249,608","46,474,620","9,811,661"
7867,"101,879","63,656",,,"14,254","2,592","6,122","42,295","35,390"
7887,"14,477,448","2,327,476",,,"7,533,554","564,510","1,780,373","4,012,212","517,450"
7895,"20,519","3,584",,,"14,484",303,"1,116","21,337","5,876"
7896,"5,813",792,,,"3,964",6,286,"2,766",736
7898,"28,766","8,377",,,"50,102","2,448","11,424","18,833","31,180"
7905,"87,748","17,433",,,"50,915","14,285","18,835","65,956","29,825"
7911,"1,066,994","Å¶1 513,972",,,"571,778","Å¶2 631,766","676,548","436,492","473,847"
7912,,,,,,,,"408,125","318,279"
7931,"35,713","19,064",,,"15,004","1,257","7,781","10,297","2,279"
7936,"246,284","64,229",,,"29,652","10,045","25,250","99,442","102,687"
7947,"80,641","17,884",,,"154,615","4,699","9,918","78,527","43,726"
7949,,,,,,,,"4,721","1,898"
7956,"64,091","33,726",,,"23,864",,"2,032","15,477","4,928"
7961,"6,542","3,195",,,"2,249",92,"1,922","2,107",571
7976,"78,546","45,420",,,"24,575","14,787","16,567","16,673","9,488"
7984,"191,855","48,078",,,"59,366","51,289","60,863","75,268","17,634"
8001,"144,250",,,"Å¢197,683",,,,"152,770",
8002,"378,537",,,"99,430",,,,"231,402",
8005,"32,241","8,084",,,"13,728","1,310","3,020","18,651","4,603"
8029,"22,977","6,888",,,"3,858","2,179","7,172",,
8056,"144,698","45,833",,,"12,321","27,003","53,025","74,523","20,570"
8058,"7,102,893",,,"2,510,238",,,,,
8098,"256,983","31,462",,,"14,395","71,592","78,930","150,591","26,833"
8104,"32,785","9,145",,,"7,069","1,342","2,914","23,913","5,176"
8111,"51,168","21,536",,,"8,233","21,608","29,061","32,285","6,173"
8127,"10,510,073","5,788,533",,,"6,675,846","4,845,796","5,184,559","5,480,345","992,542"
8132,"49,625","10,081",,,"30,914","7,859","11,886","35,507","9,421"
8133,"183,865",,,"136,291",,,,"150,941",
8145,"8,647,295","3,814,601",,,"2,703,625","3,396,826","3,481,444","1,721,301","556,075"
8151,"18,824,604","3,534,415",,,"8,351,799","5,566,338","8,141,079",,
8154,"200,179","45,636",,,"18,225","10,771","15,990","108,517","33,424"
8155,"48,815",,,,,,,,
8167,"34,223,665","23,325,967",,,"59,714,743","8,978,196","18,983,550","30,868,114","11,925,006"
8168,"34,477","6,464",,,"21,134",,,"20,991","13,651"
8179,"35,455","25,800",,,"48,829","14,214","28,523","25,929","52,919"
8194,"74,668","15,343",,,"147,452","1,520","42,551","130,466","40,280"
8219,"181,226","53,024",,,"87,947","10,723","48,390","101,078","63,912"
8225,"1,616,072","744,290",,,"1,741,971","33,657","398,363","1,055,420","1,760,686"
8227,"276,371","18,486",,,"139,659","10,317","34,865","58,625","8,785"
8230,"7,472,526","3,640,989",,,"2,056,974","399,353","8,090,751","5,563,550","2,962,683"
8247,"6,178,684","2,482,501",,,"17,547,495","Å¶1 1,941,744","4,324,234","17,670,723","7,231,519"
8255,"29,978","17,025",,,"66,334","3,446","15,163",,
8287,"75,141","37,050",,,"153,562","12,805","32,732","110,621","49,033"
8308,,,,"99,047",,,,,
8336,,,,"48,069",,,,,
8439,"3,011,703","217,522",,,"2,189,472","204,523","303,611",,
8511,"11,165,499","1,421,557",,,"5,727","935,344","963,251","11,972,251","28,811"
8522,,,,"37,136",,,,,
8560,,,,"12,612",,,,,
8566,"1,044,628","11,028",,,"75,169","26,370","37,698","327,663","641,710"
8570,"5,814,809","705,739",,,"39,152","12,424","147,205","4,888,859","760,194"
8591,,,,,,,,,
8595,"177,455","107,517",,,370,"83,578","84,329","20,351","26,794"
8613,"83,899",,,"2,658",,"11,086",,"11,558",419
8700,,,,"87,156",,"374,164",,,
8714,,,,"37,122",,,,,
8732,,,,473,,133,,,
8742,"8,680,689","3,299,537",,,"4,074,033","1,115,024","1,429,162","4,951,525","515,366"
8766,,,,"334,501",,,,,
8769,"4,141,955","2,756,401",,,"230,840","52,806","339,392","2,096,834","77,023"
8802,"1,164,037","170,040",,,"4,179,893","281,996","627,493","662,437","3,348,634"
8803,"67,942","29,685",,,"238,737","Å¶3,Å¶4 43,265","47,732","42,391","220,322"
8830,,,,,,,,"661,959","3,508,685"
8844,"133,693","31,186",,,"1,011",993,"8,525","75,621","32,910"
8881,"91,039,946","57,874,450",,,"11,397,649","3,537,045","4,929,991","28,893,158","17,001,742"
8890,"92,140","19,922",,,"Å¶1 7,355","Å¶2 2,166","5,021","8,997","49,001"
8892,"132,659","21,338",,,"17,015",,"12,058","47,906","77,533"
8893,,,,,,,,"9,542,649","5,109,711"
8918,"5,976,302","1,323,890",,,"4,377","33,134","53,653","1,191,779","246,720"
8929,"11,380,485","9,740,231",,,"2,775,221","1,044,756","1,759,362","3,114,397","6,951,130"
8938,"5,757","2,103",,,201,670,"2,332",752,209
8996,"8,401,236","3,970,547",,,"2,867,236","42,816","199,252","4,788,321","4,329,286"
9007,"146,692","49,397",,,"1,059,096","74,325","97,662","339,704","634,835"
9025,"123,202","63,397",,,"102,946","13,296","26,385","59,473","94,525"
9039,"31,766","22,588",,,"62,651","1,040","4,486","21,678","5,684"
9041,"331,123","76,972",,,"1,358,710","125,186","247,568","585,804","1,030,748"
9042,"325,307","27,546",,,"1,847,720","333,743","414,077","380,618","1,330,424"
9052,"17,050","6,035",,,"72,165","5,870","9,938","21,459","36,303"
9063,"13,430,210","6,401,765",,,"24,609,793","3,019,891","3,551,406","12,006,031","12,083,771"
9090,"40,004,013","26,488,570",,,"21,871,350","6,222,404","9,319,321","18,862,863","28,620,318"
9101,"538,488","107,369",,,"847,689","578,892","714,779","542,262","915,805"
9143,"303,622","69,165",,,"352,823","62,250","108,925","252,169","133,244"
9176,"5,521,025","3,885,094",,,"8,240,078","128,164","618,987","4,333,420","11,889,560"
9232,"47,130","12,864",,,"5,745",881,"5,579","29,864","15,429"
9264,"4,779,777","2,275,628",,,"3,254,083","256,708","814,738","3,261,896","2,913,671"
9268,"25,830,434","5,280,733",,,"3,678,801",,"953,512","15,950,281","3,124,078"
9275,"8,164,008","1,831,755",,,"1,012,794","39,977","1,988,383","5,582,539","4,645,970"
9278,"24,395","6,634",,,"5,841",,"9,341","18,021","10,050"
9279,"1,942,140","1,516,464",,,"3,310,039",,"1,494,125","2,392,683","1,334,970"
9310,"31,136","13,352",,,"71,726","15,806","21,338","21,327","37,216"
9351,"8,372","3,286",,,"25,565","6,048","7,694","12,114","7,825"
9359,"17,834,768","9,794,605",,,"20,717,666","4,031,260","6,194,403","5,682,064","4,193,009"
9365,"3,477,518","747,674",,,"3,119,018","1,203,527","2,628,352","4,001,649","2,383,028"
9366,"6,398,560","2,861,819",,,"11,458,329","494,596","1,854,087","5,439,370","5,669,198"
9401,"190,053","116,121",,,"231,883","646,435","659,052","86,176","219,162"
9404,,,,,,,,"104,672","106,976"
9408,"12,606,129","6,893,984",,,"6,507,019","3,314,743","5,703,483","4,635,407","1,112,221"
9419,"2,756,723","1,138,971",,"90,225",,"144,519","607,798","2,548,476","176,628"
9422,"85,914","21,550",,,"4,014",217,"5,976","47,583","6,591"
9424,"1,521,668","1,025,466",,,"84,710","56,990","195,753",,
9428,"13,986","6,628",,,"3,284",662,"7,214","7,846","6,969"
9432,"Å¢1,377,128",,,"194,823",,,,"818,550",
9468,"153,904","79,042",,,"72,161","29,671","36,610","79,347","60,776"
9505,,"132,310",,,,,,,
9511,,"26,680",,,,,,,
9532,"583,347","167,083",,,"1,070,610","377,074","561,487","322,784","875,975"
9537,"11,176,738","6,230,150",,,"41,879,835","2,137,146","5,627,313","8,570,239","3,052,680"
9601,"35,310","18,312",,,"103,377","30,070","50,189","29,257","81,339"
9605,"106,571","68,516",,,"89,329","109,749","127,164","46,747","33,316"
9610,"1,736,453","1,205,997",,,"31,777","127,086","303,665","737,190","237,000"
9612,"17,859,008","6,098,048",,,"4,366,384","1,819,336","5,154,899","14,944,794","3,693,415"
9613,"1,110,056",,,"339,158",,,,"924,387",
9616,"61,944","24,588",,,"114,907","4,499","57,344","49,848","118,398"
9621,"42,305","10,747",,,"9,749",,"8,186","27,735","3,259"
9628,"7,895,398","7,042,917",,,"22,153,606",,"2,183,565","2,541,584","1,297,786"
9629,"15,228","11,749",,,"3,547","4,357","6,329","5,849","3,532"
9632,"17,790,911","10,387,569",,,"11,504,191","294,182","1,984,705","4,289,072","988,766"
9637,,,,,,,,"4,002,223","14,402,143"
9644,"8,889,885","6,778,716",,,"2,153,346","318,497","1,602,928","1,418,815","556,504"
9679,"4,616,348","3,999,539",,,"13,639,453",,"1,072,388","1,239,155","10,030,086"
9684,"283,622","146,229",,,"19,656","2,537","27,325","80,345","12,521"
9692,"33,086,261","21,020,684",,,"6,147,098","2,407,986","4,295,503","8,270,819","1,139,892"
9699,"98,984","39,367",,,"133,306",,"7,031","75,469","61,588"
9706,"143,407","120,355",,,"305,324","16,430","33,343","59,093","264,555"
9744,"60,885","45,132",,,"5,122",27,"8,535","14,272","16,294"
9746,"37,325","24,997",,,"17,443","19,348","43,303","14,090","5,365"
9759,"44,068,125","29,086,570",,,"1,134,011","5,780,395","11,983,998",,
9766,"266,681",,,"106,025",,,,"79,860",
9767,"6,365,976","2,524,172",,,"449,812","623,302","834,525","3,571,665","863,269"
9827,"14,709,382","2,899,417",,"1,323,393",,,"2,511,289","10,658,774","1,652,767"
9835,"14,699,022","1,850,488",,,"15,947,533","248,678","4,074,917","12,406,543","10,824,386"
9853,"2,186,156","1,742,802",,,"1,638,377","365,391","2,226,583","2,272,148","509,614"
9880,"20,476,207","5,626,102",,,"10,713,449","2,059,944","4,266,064","12,183,738","4,369,280"
9890,"9,493,514","2,872,942",,,"17,710,042","834,996","4,257,468","11,781,434","5,367,051"
9948,"90,834","63,835",,,"121,183","10,392","27,216","62,701","30,826"
9964,"38,009,140","6,437,893",,,"21,001,210","665,558","2,250,509","25,691,945","4,503,249"
9978,"9,068,441","2,105,930",,,"917,594","92,427","1,480,395","7,690,898","2,883,576"
9983,"1,729,266",,,"151,875",,,,"631,623",
9984,"Å¢4,816,777",,,"404,062 H",,"2,495,273 M",,,
9993,"14,008","7,716",,,"31,954",350,"3,728","18,265","3,905"
